eventID,Year,Month,Lat_Dec,Lon_Dec,T_degC,Salnty,STheta,O2ml_L,O2Sat,Depthm,Bottom_D,Wind_Spd,presencia_engraulis,presencia_sardinops
007840f2-02eb-ef11-a09e-2cea7fa0979c,1952,7,37.316666,-122.6,11.122,33.412,25.5036,5.174,83.88,22.0,73.0,2.0,True,False
007854f2-02eb-ef11-a09e-2cea7fa0979c,1984,1,34.643333,-123.365,10.674117647058823,33.55061764705882,25.660970588235294,4.050588235294118,66.27352941176471,176.5,4014.0,9.0,False,False
007a40f2-02eb-ef11-a09e-2cea7fa0979c,1952,11,27.716666,-115.55,10.663030303030302,34.050060606060605,25.985181818181818,2.476060606060606,42.77575757575758,301.1818181818182,2286.0,13.0,True,False
007a54f2-02eb-ef11-a09e-2cea7fa0979c,1984,2,35.021666,-120.92,11.708333333333334,33.66041666666666,25.586458333333333,4.37875,72.24166666666667,79.54166666666667,243.0,15.0,True,False
007b40f2-02eb-ef11-a09e-2cea7fa0979c,1953,3,28.633333,-115.266666,12.50076923076923,33.967,25.68392307692308,3.444615384615384,58.199999999999996,79.61538461538461,225.0,13.0,True,False
007c54f2-02eb-ef11-a09e-2cea7fa0979c,1984,3,31.55,-119.373333,15.39,33.464,24.704,5.85,102.7,10.0,3350.0,18.0,True,False
007d40f2-02eb-ef11-a09e-2cea7fa0979c,1953,5,30.333333,-119.45,10.609655172413794,33.62196551724138,25.720827586206898,3.9741379310344827,65.47586206896551,190.10344827586206,2042.0,13.0,False,False
007d54f2-02eb-ef11-a09e-2cea7fa0979c,1984,3,29.785,-115.995,10.553030303030303,33.8599696969697,25.93348484848485,3.2624242424242422,53.56060606060606,133.07142857142858,960.0,8.0,True,False
007e40f2-02eb-ef11-a09e-2cea7fa0979c,1953,7,34.933333,-121.233333,8.929615384615385,34.01703846153846,26.343307692307693,3.5659374999999995,60.14928977272727,170.57692307692307,567.0,13.0,False,False
007f40f2-02eb-ef11-a09e-2cea7fa0979c,1953,9,28.008333,-115.5,14.874,33.8197,25.0578,3.5659374999999995,60.14928977272727,43.2,101.0,5.0,True,True
007f54f2-02eb-ef11-a09e-2cea7fa0979c,1984,5,34.881666,-124.476666,11.18,33.43197058823529,25.474970588235294,4.490882352941177,74.0529411764706,171.14705882352942,4196.0,24.0,False,False
008340f2-02eb-ef11-a09e-2cea7fa0979c,1954,6,27.55,-115.866666,9.02111111111111,34.138527777777774,26.359527777777775,3.5659374999999995,60.14928977272727,426.47222222222223,3840.0,24.0,True,False
008640f2-02eb-ef11-a09e-2cea7fa0979c,1955,2,27.458333,-117.55,11.592,33.787,25.66916,3.4832,59.06399999999999,174.32,3749.0,13.0,False,False
008a40f2-02eb-ef11-a09e-2cea7fa0979c,1955,10,26.25,-118.466666,10.776666666666667,34.157575757575756,26.016151515151517,2.7475757575757576,47.81515151515152,359.57575757575756,2042.0,8.0,False,False
008b40f2-02eb-ef11-a09e-2cea7fa0979c,1956,2,21.866666,-110.633333,13.724814814814815,34.48133333333333,25.75522222222222,3.5659374999999995,60.14928977272727,177.55555555555554,3292.0,0.0,False,False
008e40f2-02eb-ef11-a09e-2cea7fa0979c,1956,6,30.175,-116.725,9.983571428571429,33.908857142857144,26.083642857142856,2.660357142857143,42.96071428571429,161.0,2835.0,13.0,True,True
009240f2-02eb-ef11-a09e-2cea7fa0979c,1957,4,26.058333,-115.766666,13.367931034482758,34.089689655172414,25.547931034482758,3.3710344827586205,59.672413793103445,166.75862068965517,3840.0,8.0,False,False
00945af2-02eb-ef11-a09e-2cea7fa0979c,1984,7,37.21,-122.835,10.996153846153845,33.693730769230775,25.735038461538462,4.3068,70.448,92.73076923076923,290.0,20.0,True,False
009540f2-02eb-ef11-a09e-2cea7fa0979c,1957,9,28.05,-114.9,21.506666666666668,33.75714285714285,23.400666666666666,5.349090909090909,106.1,31.545454545454547,86.0,13.0,False,True
009640f2-02eb-ef11-a09e-2cea7fa0979c,1958,1,31.008333,-116.658333,11.321481481481483,33.86814814814815,25.79385185185185,3.4007407407407406,56.837037037037035,175.44444444444446,1518.0,2.0,True,False
009740f2-02eb-ef11-a09e-2cea7fa0979c,1958,3,35.55,-123.1,10.391034482758622,33.77462068965517,25.900137931034482,3.133103448275862,51.09310344827586,166.10344827586206,3658.0,5.0,True,False
009833f2-02eb-ef11-a09e-2cea7fa0979c,2003,4,32.343333,-118.573333,10.614411764705881,33.67529411764706,25.801515151515154,3.6572727272727272,60.02727272727273,158.76470588235293,1441.0,21.0,True,False
00a933f2-02eb-ef11-a09e-2cea7fa0979c,2006,10,32.346666,-118.555,11.678709677419356,33.78632258064516,25.631451612903227,3.298709677419355,56.222580645161294,171.96774193548387,1347.0,10.0,False,False
00a95af2-02eb-ef11-a09e-2cea7fa0979c,1988,5,33.578333,-120.756666,9.562424242424242,33.91090909090909,26.139969696969697,3.09,49.85454545454546,166.96969696969697,1584.0,19.0,False,True
00ad5af2-02eb-ef11-a09e-2cea7fa0979c,1989,1,32.416666,-119.96,9.184117647058823,33.9110294117647,26.21429411764706,3.1611764705882353,50.273529411764706,169.58823529411765,1112.0,15.0,True,False
00ae5af2-02eb-ef11-a09e-2cea7fa0979c,1989,4,31.513333,-120.245,11.599302325581395,33.58388372093023,25.512418604651163,4.496744186046512,75.17209302325583,137.67441860465115,3829.0,10.0,True,True
00b35af2-02eb-ef11-a09e-2cea7fa0979c,1990,3,33.185,-118.388333,10.646470588235294,33.85641176470588,25.918294117647058,3.4929411764705884,57.44705882352941,161.97058823529412,1171.0,12.0,True,False
00b95af2-02eb-ef11-a09e-2cea7fa0979c,1991,3,33.745,-120.41,10.030312499999999,33.826625,26.00434375,3.4865625,56.428125,167.65625,964.0,8.0,True,True
00d24df2-02eb-ef11-a09e-2cea7fa0979c,1966,2,25.566666,-112.316666,19.13857142857143,34.486999999999995,24.5995,5.1866666666666665,98.63333333333334,30.714285714285715,78.0,5.0,True,True
00da4df2-02eb-ef11-a09e-2cea7fa0979c,1967,12,26.083333,-115.9,12.454888888888888,33.902,25.6253488372093,3.024642857142857,51.47142857142857,176.22222222222223,3749.0,37.0,False,False
00dc4df2-02eb-ef11-a09e-2cea7fa0979c,1969,1,34.15,-121.15,9.619545454545454,33.619214285714285,25.881785714285716,3.8966666666666665,62.828571428571436,172.22727272727272,2222.0,2.0,True,False
00de4df2-02eb-ef11-a09e-2cea7fa0979c,1969,4,33.5,-119.316666,10.072857142857142,33.90214285714286,26.054000000000002,2.8875,47.14,150.0,1714.0,4.0,True,False
00e14df2-02eb-ef11-a09e-2cea7fa0979c,1969,11,25.241666,-114.4,15.1,34.35357142857143,25.322857142857142,3.5659374999999995,60.14928977272727,157.85714285714286,3377.0,8.0,False,False
00e44df2-02eb-ef11-a09e-2cea7fa0979c,1972,2,25.233333,-114.4,10.95421052631579,34.351,26.16957894736842,3.5659374999999995,60.14928977272727,326.8421052631579,3737.0,6.0,True,False
00e54df2-02eb-ef11-a09e-2cea7fa0979c,1972,3,35.55,-123.1,8.031052631578946,33.82784210526316,26.309947368421053,3.5659374999999995,60.14928977272727,326.8421052631579,3844.0,8.0,False,False
00e74df2-02eb-ef11-a09e-2cea7fa0979c,1972,7,28.033333,-117.916666,10.956842105263158,33.941526315789474,25.85215789473684,3.5659374999999995,60.14928977272727,326.8421052631579,3357.0,4.0,False,False
00e84df2-02eb-ef11-a09e-2cea7fa0979c,1972,11,24.091666,-113.658333,13.981052631578947,34.56515789473684,25.597526315789473,3.5659374999999995,60.14928977272727,326.8421052631579,3169.0,13.0,False,False
00e94df2-02eb-ef11-a09e-2cea7fa0979c,1974,12,27.716666,-115.55,10.396923076923077,34.184999999999995,26.161461538461538,3.5659374999999995,60.14928977272727,318.2692307692308,2284.0,22.0,True,False
00ec4df2-02eb-ef11-a09e-2cea7fa0979c,1975,5,28.858333,-119.333333,10.200000000000001,34.026923076923076,26.06196153846154,3.5659374999999995,60.14928977272727,318.2692307692308,3737.0,2.0,False,False
00ee4df2-02eb-ef11-a09e-2cea7fa0979c,1975,10,33.183333,-118.375,8.98076923076923,34.00192307692308,26.273884615384613,3.5659374999999995,60.14928977272727,318.2692307692308,1165.0,17.0,True,False
00f14df2-02eb-ef11-a09e-2cea7fa0979c,1978,1,25.816666,-114.75,13.235483870967743,34.18551612903226,25.615806451612904,3.1606666666666663,56.723333333333336,189.09677419354838,3661.0,8.0,True,False
00f44df2-02eb-ef11-a09e-2cea7fa0979c,1978,4,37.216666,-122.833333,9.848260869565218,33.56336363636364,25.869863636363633,3.8717391304347823,59.35909090909092,98.43478260869566,297.0,12.0,True,False
00f54df2-02eb-ef11-a09e-2cea7fa0979c,1978,5,34.15,-121.15,9.486451612903226,33.92629032258065,26.17358064516129,3.0606451612903225,49.05806451612903,180.06451612903226,2220.0,22.0,False,False
00f74df2-02eb-ef11-a09e-2cea7fa0979c,1978,7,35.278333,-122.016666,10.495000000000001,33.4534,25.598233333333333,4.360666666666666,71.03,175.96666666666667,2595.0,18.0,False,False
00fb60f2-02eb-ef11-a09e-2cea7fa0979c,1992,2,34.45,-120.523333,14.339166666666666,33.327083333333334,24.823999999999998,5.804166666666667,99.65833333333333,27.25,72.0,18.0,True,True
011a61f2-02eb-ef11-a09e-2cea7fa0979c,1999,1,31.751666,-121.315,10.629032258064516,33.75754838709677,25.834709677419355,3.7448387096774196,61.480645161290326,173.58064516129033,3642.0,23.0,False,False
011b3af2-02eb-ef11-a09e-2cea7fa0979c,2010,8,34.405,-119.8,14.296000000000001,33.6128,25.053800000000003,6.21,106.75999999999999,6.2,20.0,3.0,True,False
012347f2-02eb-ef11-a09e-2cea7fa0979c,1958,7,31.933333,-117.833333,10.487407407407407,33.790962962962965,25.874888888888886,3.450740740740741,56.21851851851852,152.7037037037037,549.0,8.0,True,False
012847f2-02eb-ef11-a09e-2cea7fa0979c,1959,4,33.483333,-122.533333,10.241249999999999,33.701156250000004,25.8468125,3.5281249999999997,57.846875000000004,176.1875,2042.0,2.0,True,False
012d47f2-02eb-ef11-a09e-2cea7fa0979c,1959,10,28.8,-114.941666,17.368333333333332,33.7655,24.46216666666667,4.734999999999999,87.01666666666667,30.666666666666668,99.0,24.0,True,False
01353af2-02eb-ef11-a09e-2cea7fa0979c,1951,2,30.833333,-121.583333,10.355,33.88252941176471,25.89920588235294,2.8308823529411766,48.432352941176475,367.7352941176471,4206.0,13.0,False,False
01363af2-02eb-ef11-a09e-2cea7fa0979c,1951,4,32.658333,-121.033333,8.433333333333334,33.17,24.728,2.2406060606060607,76.7,381.54545454545456,3621.0,5.0,False,True
014147f2-02eb-ef11-a09e-2cea7fa0979c,1964,2,28.3,-118.95,11.314074074074075,33.95796296296296,25.84,3.482962962962963,58.803703703703704,197.85185185185185,3831.0,8.0,True,False
014347f2-02eb-ef11-a09e-2cea7fa0979c,1964,6,34.383333,-120.658333,9.156428571428572,34.08051851851852,26.368592592592595,2.5970370370370373,40.75925925925926,142.96428571428572,449.0,13.0,True,False
014847f2-02eb-ef11-a09e-2cea7fa0979c,1965,6,32.6,-120.983333,10.057666666666668,33.71046666666667,25.888933333333334,3.727333333333333,60.60333333333333,187.13333333333333,3926.0,10.0,False,False
017240f2-02eb-ef11-a09e-2cea7fa0979c,1951,7,35.266666,-122.041666,7.501724137931035,33.933875,26.528178571428572,3.512631578947368,53.199999999999996,372.8484848484849,2981.0,13.0,False,False
017440f2-02eb-ef11-a09e-2cea7fa0979c,1951,11,30.925,-116.75,9.633823529411766,33.51,24.316,2.1508823529411765,95.8,374.5882352941176,1756.0,8.0,False,False
017540f2-02eb-ef11-a09e-2cea7fa0979c,1952,2,33.95,-119.166666,9.397391304347826,33.77518518518519,26.14686956521739,3.395925925925926,47.2695652173913,161.14814814814815,640.0,13.0,True,False
017640f2-02eb-ef11-a09e-2cea7fa0979c,1952,4,30.683333,-118.791666,8.360344827586207,33.89028571428572,26.36155172413793,2.8697142857142857,39.08965517241379,358.3142857142857,3109.0,8.0,False,False
017840f2-02eb-ef11-a09e-2cea7fa0979c,1952,7,37.233333,-122.825,9.661333333333335,33.704,25.991466666666668,2.952,46.34,76.4,252.0,2.0,True,False
017854f2-02eb-ef11-a09e-2cea7fa0979c,1984,1,34.643333,-123.365,10.674117647058823,33.55061764705882,25.660970588235294,4.050588235294118,66.27352941176471,176.5,4014.0,9.0,False,False
017a40f2-02eb-ef11-a09e-2cea7fa0979c,1952,11,27.525,-115.85,11.956071428571429,33.904178571428574,25.669607142857142,2.915,50.5,175.03571428571428,3658.0,13.0,False,False
017a54f2-02eb-ef11-a09e-2cea7fa0979c,1984,2,35.021666,-120.92,11.708333333333334,33.66041666666667,25.586458333333336,4.37875,72.24166666666666,79.54166666666667,243.0,15.0,True,False
017c40f2-02eb-ef11-a09e-2cea7fa0979c,1953,4,33.125,-120.05,8.907200000000001,33.92568,26.27252,3.5659374999999995,60.14928977272727,209.0,1298.0,13.0,False,False
017d40f2-02eb-ef11-a09e-2cea7fa0979c,1953,5,30.016666,-120.116666,9.723636363636363,33.90151724137932,25.916206896551724,3.1406060606060606,58.96896551724138,379.3939393939394,2042.0,13.0,False,False
017f54f2-02eb-ef11-a09e-2cea7fa0979c,1984,5,34.546666,-125.176666,11.341515151515152,33.49375757575758,25.488151515151515,4.43030303030303,73.50909090909092,171.78787878787878,4293.0,28.0,False,False
018140f2-02eb-ef11-a09e-2cea7fa0979c,1954,3,26.216666,-118.458333,10.166764705882352,33.98923529411765,26.06208823529412,3.5659374999999995,60.14928977272727,301.0,4206.0,18.0,True,False
018440f2-02eb-ef11-a09e-2cea7fa0979c,1954,7,28.45,-115.616666,11.956071428571429,33.79132,25.50828,3.5659374999999995,60.14928977272727,191.46428571428572,1024.0,13.0,False,False
018640f2-02eb-ef11-a09e-2cea7fa0979c,1955,2,27.791666,-116.916666,11.254827586206897,33.87227586206897,25.805413793103448,3.042758620689655,51.41379310344828,188.3448275862069,2042.0,8.0,False,False
018a40f2-02eb-ef11-a09e-2cea7fa0979c,1955,10,26.616666,-117.833333,10.733513513513513,34.15264864864865,26.04386486486486,2.6141176470588237,45.68823529411765,364.64864864864865,2042.0,13.0,True,True
018b40f2-02eb-ef11-a09e-2cea7fa0979c,1956,2,21.533333,-111.233333,13.412692307692309,34.34788,25.66564,2.426153846153846,46.076,178.19230769230768,2042.0,5.0,False,False
018e40f2-02eb-ef11-a09e-2cea7fa0979c,1956,6,30.333333,-116.383333,9.898,34.05393333333333,26.220933333333335,2.3266666666666667,37.32333333333334,165.03333333333333,2012.0,5.0,True,True
019440f2-02eb-ef11-a09e-2cea7fa0979c,1957,7,26.316666,-113.808333,13.872222222222222,34.400888888888886,25.727722222222223,3.5659374999999995,60.14928977272727,94.5,293.0,18.0,True,False
01945af2-02eb-ef11-a09e-2cea7fa0979c,1984,7,37.31,-122.618333,12.413846153846153,33.61207692307692,25.415615384615386,5.086923076923076,84.81538461538462,36.0,88.0,16.0,True,False
019640f2-02eb-ef11-a09e-2cea7fa0979c,1958,1,31.083333,-116.416666,16.261999999999997,33.638000000000005,24.641599999999997,5.6739999999999995,101.44,22.0,69.0,2.0,True,True
019740f2-02eb-ef11-a09e-2cea7fa0979c,1958,3,35.216666,-123.8,10.123571428571427,33.69103571428571,25.872071428571427,3.6264285714285713,58.77142857142857,166.60714285714286,4023.0,13.0,True,False
01ac33f2-02eb-ef11-a09e-2cea7fa0979c,2007,7,34.255,-119.325,16.17,33.676,24.631999999999998,6.12,109.84,6.833333333333333,23.0,10.0,False,False
01b35af2-02eb-ef11-a09e-2cea7fa0979c,1990,3,33.185,-118.388333,10.646470588235294,33.85641176470588,25.918294117647058,3.4929411764705884,57.44705882352941,161.97058823529412,1171.0,12.0,True,False
01b95af2-02eb-ef11-a09e-2cea7fa0979c,1991,3,33.878333,-120.133333,12.934285714285714,33.512071428571424,25.250285714285713,5.397857142857142,90.37142857142857,38.857142857142854,92.0,8.0,True,True
01d64df2-02eb-ef11-a09e-2cea7fa0979c,1966,7,30.833333,-121.575,11.062727272727273,33.71906451612904,25.750129032258066,3.617741935483871,60.4225806451613,198.8181818181818,4213.0,13.0,False,False
01d94df2-02eb-ef11-a09e-2cea7fa0979c,1966,12,32.908333,-118.925,10.93032258064516,33.8271724137931,25.894517241379308,3.3575862068965514,55.293103448275865,169.58064516129033,1701.0,24.0,True,False
01de4df2-02eb-ef11-a09e-2cea7fa0979c,1969,4,33.333333,-119.658333,12.975999999999999,33.512,25.2394,3.5659374999999995,60.14928977272727,22.0,75.0,16.0,True,False
01df4df2-02eb-ef11-a09e-2cea7fa0979c,1969,7,30.016666,-120.108333,11.053333333333333,33.68184375,25.623687500000003,3.8008,64.72777777777777,167.53846153846155,4022.0,11.0,True,False
01e44df2-02eb-ef11-a09e-2cea7fa0979c,1972,2,24.891666,-115.033333,11.158947368421053,34.322315789473684,26.117947368421053,3.5659374999999995,60.14928977272727,326.8421052631579,3926.0,2.0,True,False
01e74df2-02eb-ef11-a09e-2cea7fa0979c,1972,7,27.7,-118.558333,11.052631578947368,33.973894736842105,25.85473684210526,3.5659374999999995,60.14928977272727,326.8421052631579,3926.0,3.0,False,False
01e94df2-02eb-ef11-a09e-2cea7fa0979c,1974,12,27.55,-115.875,10.048387096774194,34.074693548387096,26.13727419354839,2.4611111111111112,41.605555555555554,322.3225806451613,4212.0,12.0,True,False
01ec4df2-02eb-ef11-a09e-2cea7fa0979c,1975,5,29.525,-118.025,9.34423076923077,34.03884615384615,26.245153846153848,3.5659374999999995,60.14928977272727,318.2692307692308,3545.0,12.0,True,False
01ef4df2-02eb-ef11-a09e-2cea7fa0979c,1977,12,32.075,-120.641666,10.453666666666667,33.81563333333333,25.885666666666665,3.5473333333333334,58.620000000000005,175.96666666666667,3738.0,20.0,False,False
01f04df2-02eb-ef11-a09e-2cea7fa0979c,1978,1,34.633333,-123.366666,9.746666666666668,33.658833333333334,25.910166666666665,3.309642857142857,53.0,177.5,4117.0,16.0,False,False
01f44df2-02eb-ef11-a09e-2cea7fa0979c,1978,4,37.216666,-122.833333,9.848260869565218,33.56336363636364,25.869863636363636,3.8717391304347823,59.35909090909091,98.43478260869566,297.0,12.0,False,False
01f64df2-02eb-ef11-a09e-2cea7fa0979c,1978,6,29.608333,-116.325,10.024838709677418,33.91448387096774,26.06458064516129,2.9619354838709677,48.21290322580645,171.80645161290323,2415.0,15.0,False,False
01f74df2-02eb-ef11-a09e-2cea7fa0979c,1978,7,35.278333,-122.016666,10.495000000000001,33.4534,25.598233333333333,4.360666666666666,71.03,175.96666666666667,2595.0,18.0,False,False
01fb60f2-02eb-ef11-a09e-2cea7fa0979c,1992,2,34.45,-120.523333,14.339166666666666,33.327083333333334,24.823999999999998,5.804166666666667,99.65833333333335,27.25,72.0,18.0,True,True
022547f2-02eb-ef11-a09e-2cea7fa0979c,1958,10,34.908333,-121.216666,11.208571428571428,33.71678571428571,25.69467857142857,3.65,60.528571428571425,133.92857142857142,475.0,13.0,True,False
022b47f2-02eb-ef11-a09e-2cea7fa0979c,1959,8,30.8,-117.1,11.560333333333334,33.87076666666667,25.7014,3.1053333333333333,52.78666666666667,178.66666666666666,1783.0,8.0,True,False
022c47f2-02eb-ef11-a09e-2cea7fa0979c,1959,8,24.175,-112.05,20.50357142857143,34.54042857142857,24.168928571428573,3.0585714285714283,62.392857142857146,57.714285714285715,201.0,13.0,False,False
022d47f2-02eb-ef11-a09e-2cea7fa0979c,1959,10,28.633333,-115.266666,14.69,33.855666666666664,25.115066666666667,3.7533333333333334,66.40666666666667,71.93333333333334,201.0,24.0,False,False
022e47f2-02eb-ef11-a09e-2cea7fa0979c,1960,1,22.45,-110.983333,15.668064516129032,34.636806451612905,25.437419354838706,2.14,41.5258064516129,160.03225806451613,2926.0,18.0,False,False
023447f2-02eb-ef11-a09e-2cea7fa0979c,1960,8,32.908333,-118.925,10.17060606060606,34.02493939393939,26.081424242424244,2.5251515151515154,42.21515151515152,194.72727272727272,1646.0,13.0,True,False
02353af2-02eb-ef11-a09e-2cea7fa0979c,1951,2,31.166666,-120.908333,9.493030303030302,33.80451515151515,25.993757575757577,3.0290909090909093,50.13333333333333,372.0,3986.0,13.0,False,False
023547f2-02eb-ef11-a09e-2cea7fa0979c,1960,9,32.875,-133.466666,13.97258064516129,34.00396774193548,25.307354838709678,4.570322580645161,79.76129032258065,174.7741935483871,4389.0,2.0,False,False
02363af2-02eb-ef11-a09e-2cea7fa0979c,1951,4,32.325,-121.716666,8.245454545454546,33.79515151515152,25.748152873563217,2.7503030303030305,60.14928977272727,373.0,4169.0,2.0,False,True
023c47f2-02eb-ef11-a09e-2cea7fa0979c,1962,10,31.833333,-119.566666,10.016551724137932,33.934,26.052,2.7265517241379307,44.93103448275862,188.41379310344828,2377.0,5.0,False,False
024147f2-02eb-ef11-a09e-2cea7fa0979c,1964,2,27.966666,-119.558333,10.806666666666667,33.921299999999995,25.902533333333334,3.517,58.71333333333333,222.23333333333332,3858.0,5.0,True,False
024347f2-02eb-ef11-a09e-2cea7fa0979c,1964,6,34.316666,-120.8,9.115,34.08123333333334,26.3693,2.213214285714286,34.667857142857144,179.86666666666667,763.0,13.0,True,True
025954f2-02eb-ef11-a09e-2cea7fa0979c,1978,7,29.841666,-117.366666,11.014838709677418,33.68451612903226,25.676709677419353,3.7635483870967743,62.72903225806452,168.51612903225808,2225.0,25.0,False,False
026c54f2-02eb-ef11-a09e-2cea7fa0979c,1981,5,34.975,-122.663333,10.481276595744681,33.699446808510636,25.814468085106384,4.338461538461538,71.43846153846154,171.08510638297872,4052.0,23.0,False,False
027240f2-02eb-ef11-a09e-2cea7fa0979c,1951,7,35.883333,-122.383333,7.428620689655172,33.918366666666664,26.50011111111111,2.633939393939394,36.58518518518519,378.09090909090907,3219.0,13.0,False,False
027340f2-02eb-ef11-a09e-2cea7fa0979c,1951,9,32.833333,-117.525,9.854545454545455,33.42,23.577,2.673076923076923,101.1,241.46153846153845,841.0,0.0,False,False
027540f2-02eb-ef11-a09e-2cea7fa0979c,1952,2,34.033333,-119.033333,11.354999999999999,33.39333333333333,25.45916666666667,4.766666666666667,77.08333333333333,30.833333333333332,137.0,8.0,True,False
027640f2-02eb-ef11-a09e-2cea7fa0979c,1952,4,30.966666,-118.083333,9.269047619047619,33.84320833333333,26.199714285714283,2.965416666666667,42.142857142857146,196.45833333333334,1829.0,8.0,True,False
027854f2-02eb-ef11-a09e-2cea7fa0979c,1984,1,34.31,-124.061666,11.578529411764706,33.61541176470588,25.534029411764706,4.07,68.2,177.47058823529412,3068.0,6.0,False,False
027a40f2-02eb-ef11-a09e-2cea7fa0979c,1952,11,27.25,-116.566666,10.333437499999999,33.924437499999996,25.946687500000003,2.740625,46.80625,318.28125,3658.0,8.0,False,False
027a54f2-02eb-ef11-a09e-2cea7fa0979c,1984,2,35.021666,-120.92,11.708333333333334,33.66041666666667,25.586458333333336,4.37875,72.24166666666666,79.54166666666667,243.0,15.0,True,False
027b40f2-02eb-ef11-a09e-2cea7fa0979c,1953,3,28.933333,-114.683333,13.045,33.6795,25.357,3.9516666666666667,66.66666666666667,22.833333333333332,73.0,24.0,True,False
027c40f2-02eb-ef11-a09e-2cea7fa0979c,1953,4,32.925,-120.4,10.435625,33.6075625,25.7850625,3.5659374999999995,60.14928977272727,68.6875,768.0,18.0,False,False
027d40f2-02eb-ef11-a09e-2cea7fa0979c,1953,5,29.666666,-120.783333,11.089642857142858,33.83276923076923,25.75969230769231,3.759642857142857,64.03076923076924,207.67857142857142,2042.0,13.0,False,False
